date,cleanText
2018-06-27,"No standard automotive solution could be built in time, so we created a new solution. It is working &amp; has slightly higher quality than the more traditional general assembly line. Perhaps most surprising is that the total cost of production in the Sprung tent is lower. All Tesla vehicles come with cabin overheat protection For sure! When doing US govt crash safety testing, the Model S roof was so strong, it broke their testing machine."
2018-07-01,"7000 cars, 7 days ♥️ Tesla Team ♥️"
2018-07-04,"Very early on, we had the ability to use the car as a battery outputting power. Maybe worth revisiting that."
2018-07-05,"Norwegians are right to be upset with Tesla. We are having trouble expanding our service facilities in Oslo especially. Can solve quickly with Tesla mobile service vans, but awaiting govt permission to do so. Are you 100% certain that stands by &amp; supports everything she’s done? Why won’t Lopez go on record saying that she never offered Tripp anything for inside info or asked him to break his confidentiality agreement by taking detailed video of Tesla IP? So publicly stated she stans for Chanos, Tesla’s most prominent short-seller. In her words, he is “one of the greatest.” Her articles print Chanos’s view verbatim. This is not journalism. . You stated publicly that you “see eye to eye” with Chanos, the most prominent short-seller of Tesla. Have you ever provided him with material non-public information about Tesla? Indeed, very simple question. To be specific: , did you compensate or promise to compensate Martin Tripp for inside information about Tesla? Did he, under that inducement, provide you with exaggerated negative info, which you printed, but turned out to be untrue? Sounds very sketchy if true. , is it possible you’re serving as an inside trading source for one of Tesla’s biggest short-sellers? An ex-Tesla employee just went on record formally claiming you bribed him &amp; he sent you valuable Tesla IP in exchange. Is this true? Wow, so of wrote article that misled public about Model 3 production &amp; followed that up with mean tweet to me on my bday. Nice work &amp; . . is relentlessly negative about Tesla. They just wrote a bogus article saying S production last week was low by 800 cars. S/X annual prod is set at ~100k, ie 1,900/week. Tesla built 1,913 S/X cars at our standard ~50/50 split last week, which is right on target. has published several false articles about Tesla, including a doozy where she claimed Tesla scrapped more batteries than our total S,X &amp;3 production number, which is physically impossible."
2018-07-06,"Does you know output voltage &amp; amperage of those generator trucks? 3 phase? What frequency? Will need high voltage transformer to carry power over distance or very thick cable. Beyond that, only batteries will work. Will prep Powerwalls in case needed. Looks like 1st bit of water is close enough to entrance to be pumped out. 2nd &amp; 3rd would need battery packs, air pumps &amp; tubes. If depth of 2nd is accurate, would need ~0.5 bar tube pressure. Prob need to enter tube, zip up &amp; then transit."
2018-07-10,Should be very soon. We’ve already made around 100 Model 3 Performance cars for test drives in stores.
2018-07-11,"Definitely. Can’t wait to try that. Been a little distracted past few months on mostly Tesla matters, but back at it soon."
2018-07-12,Just finished an amazing 3 day visit to China. The world has never seen human energy &amp; vigor at such scale. Incredibly impressed with Tesla China team &amp; potential for the future.
2018-07-13,"Whether you plan to buy a Dual Motor Performance Model 3 or not, take it for a test drive anyway. It’s like having pure fun jacked straight into your brain whenever you want."
2018-07-14,"I’m honored to work with an amazing group of people at Tesla, but always happy to talk to an ace who might want to join"
2018-07-20,"Dunno where this bs is coming from. Who knows about the future, but last week we had over 2000 S/X and 5000 Model 3 *new* net orders."
2018-07-21,"Yes, Tesla Model S, X &amp; 3 all automatically keep cabin temperature within safe limits even when parked Phew . Yeah, we had a drain block 3 months ago &amp; people are working hard to make Tesla successful. Am honored to work with them. Are you trolling for fun or is it part of a job? What motivates you?"
2018-07-23,We’ve gone from ~1000 S/X deliveries per week in US last year to ~6000 S/3/X. It’s like hitting a square wave.
2018-07-26,"Worth another retweet. Hope Dan Neil returns to Twitter. He left due to relentless attacks from short-sellers, who constantly peddle fear, uncertainty &amp; doubt about Tesla. Dan won the Pulitzer &amp; is considered by many to be the best car critic in the world."
2018-07-31,"Tesla body shops are ramping up fast. Aiming to go from 30+ days using external body repair shops to same day body repair with prestocked parts at Tesla service centers. Can’t wait to bring Tesla to Brazil. One of my favorite countries! Yeah, Model 3 is designed to fit 6’4” adults comfortably in both front &amp; rear seats at same time We’re adding a “party &amp; camper mode” soon to S/3/X, so your car can maintain air flow, temp, selective lights, music &amp; power devices for 48 hours or more while parked. Big batteries rock … Not having a big gas guzzler engine in front means there’s room for trunks in front &amp; back, plus longer crumple zone for best safety of any midsize car"
2018-08-01,"If you’re into video game development, consider applying to Tesla. We want to make super fun games that integrate the center touch screen, phone &amp; car irl. Good idea &amp; thanks for Supercharger trophy reminder. Really want to make the car as fun as possible! Some of best classic games coming as Easter eggs in Tesla V9.0 release in about 4 weeks. Thanks !"
2018-08-05,"We’re working on a new Tesla mini-car that can squeeze in an adult Model S P100D is def still the top end, but Model 3 Performance is higher value for money Games &amp; other refinements will go to all Tesla S, X &amp; 3 from start of production. Autopilot enhancements apply to all Model 3’s plus S &amp; X made in last few years (needs Autopilot Hardware V2.0 or higher). Glad you’re enjoying Model 3 &amp; thanks for buying a Tesla! Major enhancements to Autopilot &amp; fun games coming in a month with V9.0. Def worth it. Model 3 Performance is next-level. Performance Model 3 review by Dang, turns out even Hitler was shorting Tesla stock … Tesla Autopilot Team"
2018-08-07,Absolutely. Am super appreciative of Tesla shareholders. Will ensure their prosperity in any scenario. Am considering taking Tesla private at $420. Funding secured. My hope is *all* current investors remain with Tesla even if we’re private. Would create special purpose fund enabling anyone to stay with Tesla. Already do this with Fidelity’s SpaceX investment.
2018-08-08,Probably 4 to 6 months. Those who order full self-driving get the upgrade at no cost. It isn’t needed just for enhanced Autopilot. Tesla deliveries &amp; AP hardware chart by at MIT
2018-08-11,"Great Q&amp;A last night. Thanks for helping make Tesla &amp; SpaceX more secure! Planning to open-source Tesla vehicle security software for free use by other car makers. Extremely important to a safe self-driving future for all. Thanks, great feedback. Will be a fun project for Tesla design. Love the idea of adding a special item every few months, so whenever you go into a Tesla store, there is something new &amp; delightful to see. Production design will be better, especially in details. We are dying to do this, but primary focus must remain on making affordable version of Model 3 &amp; bringing Y to market Short shorts coming soon to Tesla merch"
2018-08-12,Model 3 traction testing on pure ice &amp; snow
2018-08-14,"I’m excited to work with Silver Lake and Goldman Sachs as financial advisors, plus Wachtell, Lipton, Rosen &amp; Katz and Munger, Tolles &amp; Olson as legal advisors, on the proposal to take Tesla private"
2018-08-16,Model 3 review by Unbox ... via Missile Command &amp; Lunar Lander already working in dev build. We changed the control mapping for max fun on a touchscreen.
2018-08-18,Super appreciate free concert for Tesla during this intense time!
2018-08-19,Ford &amp; Tesla are the only 2 American car companies to avoid bankruptcy. I just got home from the factory. You think this is an option. It is not.
2018-08-24,"Tesla Car Karaoke hopefully ready in OTA software update version 10. Just played Missile Command, Asteroids &amp; Lunar Lander in V9. Really fun! Goal is to service your car wherever you are, quietly &amp; quickly. No need to bring it to a Tesla service center."
2018-08-25,"This is utterly false. Fossil fuel merchants of doubt have been pushing that bs for years. Tesla Gigafactory will be 100% renewable powered (by Tesla Solar) by end of next year. Most major customers have tried it &amp; love it. Now we need to finish production design &amp; build it, while avoiding dumb mistakes made with Model 3 production system. Wish it wasn’t so hard to be less stupid over time … What’s cool is that it was driven across the country alone (no escort or any accompanying vehicles), using the existing Tesla Supercharger network and an extension cord In talking to our public investors, most were supportive of optimizing for long-term value creation over quarterly earnings. This was also a factor in remaining public."
2018-09-03,"Much appreciated! Great word-of-mouth is why Model 3 is the best-selling electric car, despite no advertising or paid endorsements."
2018-09-06,"Tesla 1st, 2nd &amp; 3rd in August sales"
2018-09-11,"Moving 2 of 7 Tesla colors off menu on Wednesday to simplify manufacturing. Obsidian Black &amp; Metallic Silver will still be available as special request, but at higher price."
2018-09-12,"Due to a large increase in vehicle delivery volume in North America, Tesla customers may experience longer response times. Resolving this is our top priority."
2018-09-14,"The Tesla board has done incredible work overseeing the largest value creation in the auto industry in 100+ years, despite many setbacks. Tesla owes its very existence to this board! Electric cars made with sunlight"
2018-09-15,Tesla owners can grant free Supercharging for life to a friend who buys S/3/X. Ends tomorrow night.
2018-09-16,"Yeah, that’s our problem. Service &amp; parts supply in general will be the top Tesla priority after we get through the insane car delivery logistics of the next few weeks. Exciting to see some Tesla collision repair operations already completing within 24 hrs. Aiming for same day soon, then under an hour. Tesla is bringing most collision repairs in-house, as outside firms take weeks to months for repairs, driving Tesla owners (and us) crazy Outside repair shops are jack of all trades, which means supporting 1000’s of makes &amp; models. Tesla collision repair specializes in three. Having all parts in stock &amp; not waiting for insurance approval also make a world of difference."
2018-09-17,"Good news on this front. Tesla engineering rallied &amp; this will be part of V9. Going through final testing now. Due to some Tesla owners encountering system issues yesterday, the free Supercharging referral program will be extended until tomorrow night Sorry, we’ve gone from production hell to delivery logistics hell, but this problem is far more tractable. We’re making rapid progress. Should be solved shortly. Sorry, it’s not really sustainable at volume production &amp; doesn’t incent optimal behavior. We probably should have ended this earlier."
2018-09-19,Tesla Rangers!
2018-09-20,"Key technical point is that the polar moment of inertia (concentration of mass around center) of a Tesla, to the extent of our knowledge, is better than any other production car. This positively affects safety, handling &amp; driving feel. Extremely important metric. A car propelled by combustion is far more likely to combust than an electric car Tesla piece on the physics of car safety coming soon for those interested in technical details . will post final safety probability stats soon. Model 3 has a shot at being safest car ever tested."
2018-09-22,"Wow, thanks for offering to help! The coming week is incredibly intense. If any current Tesla owners who’d like to help educate new owners could head to Tesla delivery centers during midday on Sat/Sun &amp; morning/evening on weekdays, that would be super appreciated!"
2018-09-25,♥️ Tesla Owners ♥️
2018-09-28,Huge thank you to all Tesla supporters for helping with car deliveries all around the world. You rock!! Sorry for difficulties delivering your Tesla due to high volume! Critical to show that environmentally sustainable is financially sustainable.
2018-09-29,Tesla will deliver your car to you. This is the future. The way it should work.
2018-10-02,"Tesla Autopilot team is awesome! Got to make sure we iron out the details though. Long tail of tricky edge cases. Important to get front wide angle, B pillar &amp; side repeater camera neural nets just right."
2018-10-04,"By revenue, taking publicly available selling prices, Model 3 actually outsold Camry by a factor of two If you think Tesla is overvalued compared to probable value of future cash flows, sell. Otherwise, buy."
2018-10-05,V9 moving to wide release now. Holding back Autopilot drive on navigation for a few more weeks of validation. Extremely difficult to achieve a general solution for self-driving that works well everywhere. Tesla owners can refer someone to buy a Tesla &amp; get any image they want laser etched in glass &amp; sent to deep space for millions of years
2018-10-06,What city &amp; what Model 3 config?
2018-10-07,"Tesla owner shows how well ultrawhite seats hold up after 25,000 miles. The black &amp; white interior is def best imo."
2018-10-08,"The physics of how Tesla achieved best safety of any cars ever tested. Note, when vehicle weight is taken into account, order is more like X,S, then 3, but they are all very close."
2018-10-09,No such thing as a “full refresh” at Tesla or even a model year. Our cars are partially upgraded every month as soon as a new subsystem is ready for production. There is no cadence.
2018-10-11,"Exactly. A Tesla is objectively much safer in a crash than all other cars, according to NHTSA’s *own* calculations. This is just physics!"
2018-10-12,"Tesla exists to help reduce risk of catastrophic climate change, which affects all species on Earth. Even if your faith in humanity is faltering, this is worth caring about. Support makes a difference. Thank you. Teslaquila coming soon …"
2018-10-13,Whole beer keg fits in Model 3 trunk!
2018-10-14,"Thanks for recognizing the great work of the Tesla team! 45,000 people now."
2018-10-15,"This is without the Tesla NN computer. Per my public comments, that will give the car an extra order of magnitude. Model 3 motor &amp; gearbox still in good condition after driving 1M miles. Designed for ultra high endurance. Haha. It is actually my fav game on Tesla cars right now What are some of the most fun games we could have on a Tesla? Classic Atari is just the start."
2018-10-16,The FSD upgrade is the Tesla computer with our NN chip ~6 months before it is in all new production cars. No change to sensors. This is simple replacement of the Autopilot computer. Will be done free of charge for those who ordered full self-driving.
2018-10-17,"New Summon will use the Autopilot cameras True, but this will improve dramatically over next several months &amp; all Tesla cars ever produced (except early Roadsters) will get improvements for free. Continuous, free over-the-air software updates is a big part of why a Tesla retains so much value over time. Just reviewed Tesla’s service locations in North America &amp; realized we have major gaps in geographic coverage! Sorry for this foolish oversight. Tesla will aim to cover all regions of NA (not just big cities) within 3 to 6 months."
2018-10-18,"Model 3 long range, rear wheel drive is still available for ordering off menu for another week or so It’s kind of like the post office. Same price for delivery to Maine as the SF Bay Area. But you do get a free Tesla factory tour, which is really fun to see. Tesla rear wheel drive cars do actually work well on snow &amp; ice. We did our traction testing on an ice lake! Dual motor AWD is great, but not required for cold weather. Just don’t use sport/summer tires. It’s a long range battery with fewer cells. Non-cell portion of the pack is disproportionately high, but we can get it done now instead of ~February Just released lower cost, mid-range Tesla Model 3 &amp; super simple new order page"
2018-10-19,"If you don’t like a Tesla for any reason or no reason, you can just give it back for a full refund"
2018-10-22,"Order Tesla without test drive &amp; you get 3 days to return for refund, else 1 day"
2018-10-23,"Get this question a lot, so need to clarify that there’s no such thing as a Tesla “refresh”. Other car companies do this every ~3 years, but Tesla constantly upgrades vehicle hardware every week. To simplify production, many Tesla Model S &amp; X interior configs, will no longer be available after Nov 1. Order now to be sure of the one you want. Model 3 body design could def be less complex, but, yes, most of weight difference is due to higher safety vs other cars Just did that to correct the front design esthetic of Model S. The nose of an electric car shouldn’t look like a radiator grill opening."
2018-10-25,"Love Tesla supporters so much!!♥️♥️♥️♥️♥️♥️♥️♥️ ♥️ ♥️♥️♥️ ♥️ ♥️♥️ ♥️ ♥️ ♥️ ♥️ Model 3 was top-selling car in US by revenue despite no advertising, no paid endorsements &amp; no discounts. Competitors spent billions on marketing. Model 3 was product alone. Massive thanks to Tesla owners &amp; supporters. We wouldn’t be here without you."
2018-10-26,"S is better, but rear seat folds down in Model 3, so bikes can fit in trunk Taking action. Tesla body shops now operating in California aiming for same day body repair in most cases."
2018-10-27,"Not going up. We will just offer those who ordered bought 3P either $5k back or free lifetime Supercharging. It’s a reasonable criticism. We wanted to make the awesome version of Model 3 Performance more affordable, but it was arguably too much too soon. Taking corrective action … Exactly, this is total bs. What part of “production hell” sounds like a sure thing!? Ok, we will turn off lifetime free Supercharging and give you $5k refund Yeah, or free lifetime Supercharging, whichever you prefer Didn’t you get free Supercharging for life? Current buyers don’t get that. Yes. Will require tapping indicator to confirm at first. When safety looks good after 10M miles of driving or so, there will be an option to turn off confirm. Tesla Autopilot Drive on Navigation going to wide release in North America tonight Not exactly. We just bundled the upgrade package into Performance. No problem if you want to return the car, but I think lifetime free Supercharging is a good deal. You’re right. Earlier Model 3 Performance buyers got free lifetime Supercharging. Will add that to anyone who bought recently. It was underpriced. Anyway, if you want $5k refund &amp; free Supercharging turned off, we will do that."
2018-10-29,Deleted my Tesla titles last week to see what would happen. I’m now the Nothing of Tesla. Seems fine so far.
2018-10-31,"For those unfamiliar, this uses Tesla Autopark/Summon. Slightly smarter version hopefully ready soon. By next year, a Tesla should be able to drive around a parking lot, find an empty spot, read signs to confirm it’s valid &amp; park."
2018-11-01,"r wrong, but in 🧠 Tesla makes s 4 overseas &amp; East Coast in 1st half of quarter We can make it work from very far away. LoS is just for safety. Car will drive to your phone location &amp; follow you like a pet if you hold down summon button on Tesla app Tesla advanced Summon ready in ~6 weeks! Just an over-the-air software upgrade, so will work on all cars made in past 2 years (Autopilot hardware V2+)."
2018-11-02,"To clarify further, the long-term goal for Tesla mass market products is local production for local markets (at least at the continent level). This is critical to make pricing as affordable as possible. Tesla will manufacture all battery modules &amp; packs at China Giga, as we do today in California &amp; Nevada. Cell production will be sourced locally, most likely from several companies (incl Pana), in order to meet demand in a timely manner. Amazing results by at Tesla Gigafactory Nevada! Very much appreciate extreme hard work it took to achieve this result. Together with Pana Japan cell plants, Tesla/Pana partnership is producing ~60% of global EV battery output!"
2018-11-07,"No, we’re building a BFR dev ship to do supersonic through landing tests in Boca Chica, Texas"
2018-11-09,"Agreed, top priority for Autopilot team. Being cautious for max safety. Please lmk what you’d most like improved/fixed about your Tesla. Thanks! With similar track wheels/tires/brakes, Model S P100D is faster"
2018-11-10,"Good, but not hospital grade. S &amp; X were designed to be proof against an actual bioweapon attack. Requires a giant filter with separate acid &amp; alkaline gas neutralization layers. Not enough room in Model 3. If Tesla can help people in California wildfire, please let us know. Model S &amp; X have hospital grade HEPA filters. Maybe helpful for transporting people."
2018-11-14,Would be fun to add to Tesla
2018-11-15,"Probably some deliveries in March, but April is more certain Skipping rail saves over a month for East Coast deliveries. All things considered, it’s better to use trucks. Single load/unload &amp; direct to owner location. Tesla just acquired trucking capacity to ensure Model 3 can be delivered in US by Dec 31 if ordered by Nov 30"
2018-11-17,"It will alert Tesla service automatically as fan power required to achieve target pressure drop exceeds spec level Set air flow to recirculating mode &amp; manually raise blower speed to 5 in Model 3 for best air quality. Air filters are smaller than S/X, so clear air is achieved by circulating through filter several times."
2018-11-19,"Supercharger V3, which starts rolling out early next year, will also charge much faster Tesla Supercharger capacity will double by end of next year. Expect to be within range of 95% to 100% of population in all active markets. No, it’s got enough load capacity &amp; volume to carry the battery pack &amp; our current pack energy density is about double that of original Roadster. Still, it would probably only save about 30% to 40% of effort, all things considered. In order of resource priority, but not necessarily production ramp, as that depends on thousands of parts &amp; processes, which are extremely difficult to forecast What really matters is time to volume production, not initial market intro. Apart from brief moments, Tesla vehicle production is limited by total battery output. Lot on our plate, so it’s either get van gliders (no battery, powertrain or compute tech) from Daimler &amp; produce sooner or do all &amp; produce later. Not a big difference to total vehicles produced either way. Priority list is Model Y, solar roof tiles, pickup, semi, Roadster. Tesla can provide heating/cooling/lights/music for days using battery Not everywhere, but should be possible around major metros. Parts supply chain to UK should be fixed. Lmk if not. Ideal situation in breakdown/accident (assuming no injuries) is that Tesla arrives at scene fast with top-of-the-line service loaner Will allow having your car picked up &amp; dropped off or using mobile Tesla Rangers service vans if car lift isn’t needed Adding functionality to Tesla phone app allowing owners to request service for top issues with 1 or 2 taps"
2018-11-23,"If you don’t want a Tesla, here’s a list of all electric cars in North America via"
2018-11-28,"Cool! Actually, if you buy a Tesla without a test drive, you have 3 days to return it. If you buy after a test drive, you still have 24 hours. Trying to incent buying with no test drive."
2018-11-29,"After safety, our goal is to make a Tesla the most fun you could possibly have in a car Super fun software Easter eggs coming to all Tesla S/3/X cars before the holidays! Romance mode, toilet humor &amp; more video games. You can summon your Tesla from your phone. Only short distances today, but in a few years summon will work from across the continent."
2018-11-30,Your Tesla can function as a boat for brief periods of time
2018-12-01,"Applying a hydrophobic coating to the radar (located just below nose of car) should help. Easy to do yourself or Tesla service can do it. We’re also working on vision-only driving. Perhaps most telling is that Norway, which is partly above the Arctic Circle, has more Teslas per capita than any other country on Earth. As the battery warms up, almost all of that is recovered. There is a roughly 10% range loss for cabin heating. Cabin heating impact on range is higher in slow traffic, but range is also higher in slow traffic."
2018-12-03,"We’re adding police car, fire truck &amp; ambulance to the Tesla neural net in coming months Exactly. Default Autopilot behavior, if there’s no driver input, is to slow gradually to a stop &amp; turn on hazard lights. Tesla service then contacts the owner. Looking into what happened here."
2018-12-05,"Pump is single string. Some landing systems are not redundant, as landing is considered ground safety critical, but not mission critical. Given this event, we will likely add a backup pump &amp; lines."
2018-12-07,Boring Company product launch on Dec 18. More than a tunnel opening. Will include modded but fully road legal autonomous transport cars &amp; ground to tunnel car elevators.
2018-12-09,"Full self-driving option is required with the Tesla designed hardware 3 computer. This is a simple plug in replacement for the NVidia computer, but has over 10X the image processing ability. Already testing traffic lights, stop signs &amp; roundabouts in development software. Your Tesla will soon be able to go from your garage at home to parking at work with no driver input at all. If you have a Tesla built in past 2 years, definitely try Navigate on Autopilot. It will blow your mind. Automatically passes slow cars &amp; takes highway interchanges &amp; off-ramps. It was supposed to be, but that was a dumb decision. In the end, Roadster only had 7% of parts in common with the Lotus Elise or any other car. Major credit to AC Propulsion for the tzero electric sports car 1997-2003 that inspired Tesla Roadster. Without that, Tesla wouldn’t exist or would have started much later. Yeah, we wanted to name our company after Tesla, the great scientist/engineer, but use of the Tesla name in automotive was already trademarked in the US, Europe &amp; later China. Tesla history trivia: we didn’t actually come up with the Tesla Motors name. Bought trademark off Brad Siewert for $75k in late 2004. He’d originally filed for it in 1994. Our alternative name was Faraday, which was used by a competitor several years later."
2018-12-11,"Incorrect. “Chairman” is an honorific, not executive role, which means it’s not needed to run Tesla. Will retire that title at Tesla in 3 years. 60 Mins edited out end of my sentence, where I said I could do whatever I want. They cut “provided I have the support of shareholders”. Also, Tesla policy is that if you order a car without a test drive you get 3 days to return for full refund vs 1 day if you do get a test drive (resources are overbooked) Important note for US Tesla buyers: Federal tax credit drops by $3750 in 3 weeks. To be on the cancellation waitlist for delivery this year or if you want a display car, order at or visit our stores. Full refund if Tesla can’t deliver your car this year. Love that people are buying a Tesla for the product itself, even if they don’t believe in climate change. Not everyone can be convinced about global warming, but if an electric car is simply the best product, they don’t need to be. You’re right. There was a ton of footage with many people at Tesla that would be great to share. Longer pieces like we did with tell a more interesting story. We’re opening a lot of Tesla service centers next year, including Knoxville. Tesla will post upcoming city opening map this week."
2018-12-15,"In other words, you may be able to get a Tesla before the $7500 US tax credit drops in 2 weeks, even if you haven’t placed an order yet"
2018-12-16,Tesla app almost done. Important to get every note right!
2018-12-18,Honored to work with amazing teams at SpaceX &amp; Tesla!
2018-12-19,"Autopilot doesn’t need the guide wheels. They’re only there if there is a complete system failure. Turns will definitely be banked in future. Passive lateral safety is required by regulators &amp; I think they’re right. Might be able to build this into the tunnel wall though. So long as the vehicle is prevented by physics from rolling or jackknifing, there is probably a good safety argument. A variety of vehicles, like normal roads, from a small car to a densely seated bus. Must be seated &amp; belted for high speed safety. This can be applied to any autonomous, electric vehicle, not just Tesla Tesla in tunnel with retractable wheel gear that turns a car into a rail-guided train &amp; back again"
2018-12-20,"Tesla phone app release next week will enable service scheduling in 2 mins with a few taps. No more need to call! As a thank you to Tesla short sellers, we named a after them haha"
2018-12-22,"Yes, but single stage to orbit with no payload is pointless. Add Super Heavy rocket booster &amp; orbital payload is gigantic. Only need booster on Earth, due to deep gravity well &amp; thick atmosphere. Starship alone on moons &amp; Mars. If Tesla committed delivery &amp; customer made good faith efforts to receive before year end, Tesla will cover the tax credit difference It will be tight, but Tesla production should have all mid-range Model 3 orders delivered by year end Tesla has released all cars for sale where original customer can’t take delivery before year end, as well as test drive / display cars, which cost less. Reminder to US buyers that $7500 tax credit drops in half in 8 days. Order online at or visit stores."
2018-12-26,"Definitely. All major highways in Texas will have Superchargers, all the way to Brownsville &amp; across Mexico. Yes. Supercharger coverage will extend to 100% of Europe next year. From Ireland to Kiev, from Norway to Turkey. Most people don’t know that the Tesla Supercharger network allows easy long distance travel throughout USA, most of Europe, Canada and China We are dramatically increasing Tesla Superchargers within cities &amp; working with landlords to add home charging to apartment buildings This is incorrect. Vast majority of vehicle motion is returned to the battery, as the electric motors act like a generator in reverse. Brake pads on a Tesla literally never need to be replaced for lifetime of the car. Most importantly, every electric car, Tesla or otherwise, matters to the environment we all share. Every time someone chooses electric, the future gets a little bit brighter! If not Tesla, please take a look at these other options: And, because electricity costs much less than gasoline, a Model 3 can cost about $1000 less per year to operate. Because it’s electric, there are no oil changes, smog checks, tuneups, fuel filter, or brake pad replacements. Reminder to US buyers that the $7500 tax credit cuts in half in 5 days! Order online at to see if there is any inventory left in your region or visit Tesla stores."
2018-12-27,Tesla team did a great job!
2018-12-28,Excited to have Larry Ellison &amp; Kathleen Wilson-Thompson join the Tesla board!
2018-12-30,Thanks Tesla owners in China! Looking forward to visiting soon for the groundbreaking of Gigafactory Shanghai!
2018-12-31,"Good summary of Tesla progress in 2018 by (due to Tesla team, not me though) via"
2019-01-03,"Model 3 mid-range EPA rating is actually 264 miles, slightly higher than prior estimate of 260 Sounds great, will connect you with Tesla Energy Singapore has enough area to switch to solar/battery &amp; be energy-independent Great work by Tesla Team!"
2019-01-05,Matt DeBord reviews all Tesla models via
2019-01-07,"Shanghai Giga will produce affordable versions of 3/Y for greater China. All Model S/X &amp; higher cost versions of Model 3/Y will still be built in US for WW market, incl China. Shanghai Giga output is just for greater China, not North America. Affordable cars must be made on same continent as customers. Shanghai Giga production of Model 3/Y will serve greater China region Aiming to finish initial construction this summer, start Model 3 production end of year &amp; reach high volume production next year Looking forward to breaking ground on the Shanghai Gigafactory today! Good sign that almost no Model 3 owners want to sell their cars!"
2019-01-09,"Starting on Monday, Tesla will no longer be taking orders for the 75 kWh version of the Model S &amp; X. If you’d like that version, please order by Sunday night at Btw, you can buy a Tesla online in less than 2 mins &amp; give it back for a full refund for any reason The new Roadster will actually do something like this"
2019-01-10,Tesla *with* Autopilot engaged is twice as safe &amp; continues to make steady improvements
2019-01-13,We are not yet offering the mid range Model 3 in Europe
2019-01-16,"Teslarati is very thoughtful &amp; well-written, but this stems from a miscommunication by SpaceX The LA Times has a long track of unreasonable attacks on SpaceX &amp; Tesla, but in this case it was our miscommunication"
2019-01-17,"Yes, ending on Feb 1. It’s adding too much cost to the cars, especially Model 3. The Tesla customer referral program will end on Feb 1. If you want to refer a friend to buy a Tesla &amp; give them 6 months of free Supercharging, please do so before then."
2019-01-19,"Tesla is the safest car according to US govt testing I wish them well. Track record in auto startups is tough. Thousands of US auto startups, but only Ford &amp; Tesla have avoided bankruptcy. A similar scenario is likely in all countries."
2019-01-22,"Since it’s part of safety &amp; security, all cars with AP2+ hardware will get it Tesla Sentry Mode coming soon for all cars with Enhanced Autopilot"
2019-01-26,"All doors unlock automatically when the Tesla comes to a stop after an accident. There is both primary &amp; backup power to doors, brakes, steering &amp; airbags."
2019-01-27,"It’s an honor, sir! Thanks for owning a Tesla. Tap Tesla logo at top of your car’s touchscreen &amp; wait 10 secs to open special features box Tesla Sentry Mode will play Bach’s Toccata and Fugue during a robbery (and keep Summer safe)"
2019-01-28,"Great electric car documentary about early days of Tesla, GM Volt, Nissan Leaf &amp; Gadget. So much has happened since then …"
2019-01-31,"Super appreciate Deepak’s 11 year history building Tesla &amp; wish him greatest of happiness in retirement! Zach has been outstanding over his 9 year history with Tesla &amp; will build upon Deepak’s legacy. And Tesla Gigafactory is steadily becoming self-powered by solar Our true competition is not the small trickle of non-Tesla electric cars being produced, but rather the enormous flood of gasoline cars pouring out of the world’s factories every day Exciting to see all the new electric vehicles coming to market! We created Tesla to accelerate a sustainable future &amp; it’s happening!"
2019-02-01,No plans to do so. Would recommend Model S.
2019-02-03,How Model 3 performs on a long road trip
2019-02-08,Joe Rogan describes Tesla for 4 mins &amp; 20 secs
2019-02-09,"Just left Zeebrugge, now Tilburg, then Tesla HQ in Amsterdam &amp; Oslo tonight to review service in Norway. Exciting to see thousands of Model 3’s on their way to owners in Europe!"
2019-02-11,A biography on Korolev has center place in my study
2019-02-13,Tesla Model X first SUV to receive a perfect crash test rating via
2019-02-14,"CNBC - “Tesla Model 3 ranked most satisfying car” Some sites maintained an almost daily Tesla deathwatch 11 years ago, reporting with an awful delight. 4000 days later …"
2019-02-16,"Yes, Autopilot max speed is 5mph above speed limit off highway or 90mph on highway"
2019-02-17,"Also, Tesla was competing for some of same people as OpenAI &amp; I didn’t agree with some of what OpenAI team wanted to do. Add that all up &amp; it was just better to part ways on good terms. I had to focus on solving a painfully large number of engineering &amp; manufacturing problems at Tesla (especially) &amp; SpaceX"
2019-02-20,"Meant to say annualized production rate at end of 2019 probably around 500k, ie 10k cars/week. Deliveries for year still estimated to be about 400k. Tesla made 0 cars in 2011, but will make around 500k in 2019 4000 Tesla cars loading in SF for Europe"
2019-02-21,"Anti-matter production would require vast amounts of energy. No need though. We have a super reliable, massive, free fusion reactor called the sun."
2019-02-26,"Rest of SpaceX propulsion still very active, so only ~50 full-time equivalent people right now. That will grow a lot as we enter production. It’s 10X harder (at least) to design engine production system than engine. In automotive, 100X harder. SEC forgot to read Tesla earnings transcript, which clearly states 350k to 500k. How embarrassing … 🤗"
2019-02-27,Some Tesla news
2019-02-28,"Everyone who bought Enhanced Autopilot will get Navigate on Autopilot on highways, advanced summon &amp; autopark"
2019-03-01,"Explanation from Tesla later today Best choice for most people is standard range plus with Autopilot Exact Tesla Model 3 in my profile pic costs $35k before incentives &amp; takes 1 minute to buy online at Base Model 3 available in Europe in ~6 months, Asia 6 to 8 months. Latter contingent on Shanghai Gigafactory. Country-specific taxes &amp; import duties mean price may be 25% or more above US number."
